device_id,customer_id,device_type,app_version,is_rooted,last_active,days_since_last_active
dev100106,cust100106,Ios,2.8.12,False,,
dev100107,cust100107,Tablet,2.4.16,True,,
dev100108,cust100108,Tablet,2.4.4,False,,
dev100109,cust100109,Tablet,3.3.1,False,,
dev100110,cust100110,Tablet,3.8.10,False,2025-11-04 04:50:00,0.0
dev100111,cust100111,Android,2.1.7,False,2025-11-04 16:07:42,0.0
dev100112,cust100112,Feature_Phone,4.0.2,False,,
dev100113,cust100113,Ios,1.8.1,False,,
dev100114,cust100114,Tablet,3.4.20,False,,
dev100115,cust100115,Ios,3.7.4,False,,
dev100116,cust100116,Tablet,2.6.6,False,,
dev100117,cust100117,Tablet,3.2.14,False,,
dev100118,cust100118,Tablet,2.9.2,False,2025-11-04 06:58:36,0.0
dev100119,cust100119,Ios,2.4.13,False,2025-11-04 18:55:54,0.0
dev100120,cust100120,Android,1.6.13,False,,
dev100121,cust100121,Feature_Phone,2.9.14,False,2025-11-04 01:40:48,0.0
dev100122,cust100122,Android,1.5.13,False,2025-11-04 22:16:42,0.0
dev100123,cust100123,Feature_Phone,4.3.9,False,2025-11-04 16:28:18,0.0
dev100124,cust100124,Ios,2.2.19,False,,
dev100125,cust100125,Feature_Phone,1.1.17,False,2025-11-04 19:58:12,0.0
dev100126,cust100126,Ios,3.9.1,False,,
dev100127,cust100127,Android,4.4.15,False,,
dev100128,cust100128,Feature_Phone,1.8.7,False,,
dev100129,cust100129,Feature_Phone,3.5.14,True,2025-11-04 22:49:30,0.0
dev100130,cust100130,Feature_Phone,3.6.17,False,,
dev100131,cust100131,Android,3.7.2,False,,
dev100132,cust100132,Android,4.4.20,False,,
dev100133,cust100133,Feature_Phone,4.7.5,True,,
dev100134,cust100134,Ios,1.5.16,False,,
dev100135,cust100135,Android,1.0.15,False,,
dev100136,cust100136,Ios,3.2.9,False,2025-11-04 18:21:06,0.0
dev100137,cust100137,Android,4.0.4,False,2025-11-04 05:03:54,0.0
dev100138,cust100138,Ios,4.1.5,False,2025-11-04 16:08:36,0.0
dev100139,cust100139,Feature_Phone,2.3.16,False,,
dev100140,cust100140,Android,1.9.18,False,,
dev100141,cust100141,Ios,4.0.19,False,,
dev100142,cust100142,Tablet,3.7.0,False,2025-11-04 10:14:18,0.0
dev100143,cust100143,Feature_Phone,1.6.0,False,,
dev100144,cust100144,Ios,3.1.4,False,,
dev100145,cust100145,Tablet,3.9.13,False,,
dev100146,cust100146,Ios,1.8.0,False,2025-11-04 07:16:30,0.0
dev100147,cust100147,Android,3.1.3,False,2025-11-04 20:05:24,0.0
dev100148,cust100148,Android,4.8.4,False,2025-11-04 15:59:42,0.0
dev100149,cust100149,Tablet,2.4.17,False,2025-11-04 19:35:54,0.0
dev100150,cust100150,Tablet,4.3.20,False,2025-11-04 08:49:18,0.0
dev100151,cust100151,Ios,4.4.3,False,,
dev100152,cust100152,Tablet,2.8.15,False,2025-11-04 19:17:00,0.0
dev100153,cust100153,Feature_Phone,2.4.16,False,2025-11-04 10:22:36,0.0
dev100154,cust100154,Tablet,4.5.20,False,,
dev100155,cust100155,Android,4.8.9,False,,
dev100156,cust100156,Android,3.7.16,False,,
dev100157,cust100157,Ios,2.0.14,False,2025-11-04 18:37:54,0.0
dev100158,cust100158,Tablet,2.2.3,False,,
dev100159,cust100159,Feature_Phone,2.7.9,False,,
dev100160,cust100160,Feature_Phone,4.0.1,False,2025-11-04 17:15:06,0.0
dev100161,cust100161,Tablet,3.8.18,False,2025-11-04 14:58:42,0.0
dev100162,cust100162,Ios,2.9.19,False,,
dev100163,cust100163,Android,4.3.19,False,,
dev100164,cust100164,Ios,4.6.18,False,2025-11-04 08:52:42,0.0
dev100165,cust100165,Feature_Phone,3.5.1,False,2025-11-04 18:37:48,0.0
dev100166,cust100166,Tablet,3.2.4,False,,
dev100167,cust100167,Android,2.9.3,False,,
dev100168,cust100168,Tablet,4.1.0,False,,
dev100169,cust100169,Feature_Phone,3.6.15,False,2025-11-04 10:48:18,0.0
dev100170,cust100170,Tablet,3.8.11,False,,
dev100171,cust100171,Feature_Phone,3.6.20,False,,
dev100172,cust100172,Ios,3.5.18,False,,
dev100173,cust100173,Tablet,4.1.2,False,2025-11-04 08:24:06,0.0
dev100174,cust100174,Android,4.4.9,False,,
dev100175,cust100175,Ios,4.4.15,False,,
dev100176,cust100176,Feature_Phone,3.9.10,False,2025-11-04 01:37:18,0.0
dev100177,cust100177,Ios,1.9.17,False,,
dev100178,cust100178,Android,4.3.12,False,,
dev100179,cust100179,Tablet,3.8.15,False,2025-11-04 21:51:36,0.0
dev100180,cust100180,Ios,1.8.13,False,,
dev100181,cust100181,Ios,1.4.18,False,2025-11-04 21:49:48,0.0
dev100182,cust100182,Feature_Phone,4.9.16,False,2025-11-04 23:34:48,0.0
dev100183,cust100183,Ios,2.1.19,False,,
dev100184,cust100184,Android,2.1.0,False,2025-11-04 13:36:00,0.0
dev100185,cust100185,Tablet,1.8.13,True,2025-11-04 15:01:24,0.0
dev100186,cust100186,Ios,4.7.17,False,,
dev100187,cust100187,Android,2.5.15,False,,
dev100188,cust100188,Tablet,4.7.7,False,2025-11-04 12:40:06,0.0
dev100189,cust100189,Ios,4.0.14,False,,
dev100190,cust100190,Tablet,1.5.1,False,,
dev100191,cust100191,Android,3.5.10,False,,
dev100192,cust100192,Feature_Phone,1.3.17,False,2025-11-04 00:05:42,0.0
dev100193,cust100193,Feature_Phone,1.9.12,False,2025-11-04 16:57:30,0.0
dev100194,cust100194,Tablet,4.3.1,False,,
dev100195,cust100195,Feature_Phone,4.7.9,False,2025-11-04 18:44:00,0.0
dev100196,cust100196,Tablet,1.6.11,False,2025-11-04 22:35:42,0.0
dev100197,cust100197,Ios,1.0.1,False,2025-11-04 06:26:00,0.0
dev100198,cust100198,Tablet,3.6.3,False,2025-11-04 11:37:18,0.0
dev100199,cust100199,Feature_Phone,4.4.3,False,,
dev100200,cust100200,Ios,1.3.5,False,,
dev100201,cust100201,Feature_Phone,3.8.14,False,,
dev100202,cust100202,Ios,4.5.11,False,,
dev100203,cust100203,Tablet,1.9.16,True,,
dev100204,cust100204,Ios,4.5.7,False,,
dev100205,cust100205,Ios,3.1.18,False,,
dev100206,cust100206,Android,2.5.14,False,,
dev100207,cust100207,Tablet,3.6.4,False,,
dev100208,cust100208,Feature_Phone,3.3.0,False,2025-11-04 04:42:30,0.0
dev100209,cust100209,Tablet,2.8.13,False,,
dev100210,cust100210,Tablet,1.4.6,False,2025-11-04 00:10:00,0.0
dev100211,cust100211,Tablet,3.8.16,False,,
dev100212,cust100212,Ios,1.1.6,False,,
dev100213,cust100213,Feature_Phone,2.5.20,False,2025-11-04 15:22:30,0.0
dev100214,cust100214,Feature_Phone,1.3.19,False,2025-11-04 11:10:24,0.0
dev100215,cust100215,Tablet,2.2.5,False,,
dev100216,cust100216,Feature_Phone,2.1.18,False,,
dev100217,cust100217,Android,2.3.9,False,2025-11-04 17:24:36,0.0
dev100218,cust100218,Tablet,4.3.14,False,,
dev100219,cust100219,Ios,3.4.2,False,,
dev100220,cust100220,Tablet,1.6.7,False,,
dev100221,cust100221,Ios,1.8.12,False,,
dev100222,cust100222,Feature_Phone,2.6.1,False,2025-11-04 01:10:42,0.0
dev100223,cust100223,Tablet,2.9.12,False,,
dev100224,cust100224,Android,4.8.2,False,,
dev100225,cust100225,Tablet,3.2.0,False,,
dev100226,cust100226,Ios,1.2.10,False,2025-11-04 13:32:36,0.0
dev100227,cust100227,Android,4.9.5,False,2025-11-04 11:31:42,0.0
dev100228,cust100228,Ios,2.6.1,False,,
dev100229,cust100229,Android,4.0.8,False,2025-11-04 17:19:12,0.0
dev100230,cust100230,Feature_Phone,3.7.5,False,2025-11-04 10:08:24,0.0
dev100231,cust100231,Feature_Phone,2.7.20,False,2025-11-04 18:34:24,0.0
dev100232,cust100232,Feature_Phone,4.4.18,False,,
dev100233,cust100233,Feature_Phone,3.5.15,True,,
dev100234,cust100234,Ios,3.7.9,False,,
dev100235,cust100235,Tablet,1.2.11,False,2025-11-04 12:11:54,0.0
dev100236,cust100236,Feature_Phone,1.6.12,False,,
dev100237,cust100237,Tablet,1.5.0,False,,
dev100238,cust100238,Ios,2.8.18,False,,
dev100239,cust100239,Ios,3.5.17,False,2025-11-04 20:27:54,0.0
dev100240,cust100240,Tablet,1.4.11,False,,
dev100241,cust100241,Ios,4.4.5,False,2025-11-04 03:39:12,0.0
dev100242,cust100242,Android,1.5.15,False,2025-11-04 01:39:54,0.0
dev100243,cust100243,Tablet,4.7.18,False,,
dev100244,cust100244,Feature_Phone,3.9.4,False,,
dev100245,cust100245,Tablet,4.0.13,False,,
dev100246,cust100246,Ios,1.0.4,False,,
dev100247,cust100247,Feature_Phone,3.3.18,False,,
dev100248,cust100248,Android,3.9.19,False,2025-11-04 22:00:06,0.0
dev100249,cust100249,Ios,3.5.15,False,,
dev100250,cust100250,Ios,1.9.15,False,,
dev100251,cust100251,Tablet,4.0.0,False,,
dev100252,cust100252,Tablet,3.8.12,False,2025-11-04 15:38:00,0.0
dev100253,cust100253,Android,3.5.5,False,2025-11-04 22:59:06,0.0
dev100254,cust100254,Tablet,2.6.8,False,,
dev100255,cust100255,Android,1.7.0,False,2025-11-04 20:37:00,0.0
dev100256,cust100256,Ios,4.8.7,False,2025-11-04 03:58:42,0.0
dev100257,cust100257,Android,2.2.11,False,2025-11-04 03:05:12,0.0
dev100258,cust100258,Ios,3.9.15,False,,
dev100259,cust100259,Android,1.1.10,False,,
dev100260,cust100260,Tablet,2.2.16,False,,
dev100261,cust100261,Android,3.1.20,False,,
dev100262,cust100262,Tablet,3.3.13,False,2025-11-04 12:30:36,0.0
dev100263,cust100263,Feature_Phone,2.9.13,False,,
dev100264,cust100264,Android,2.4.17,False,,
dev100265,cust100265,Tablet,2.2.15,False,2025-11-04 11:47:06,0.0
dev100266,cust100266,Tablet,2.7.6,False,2025-11-04 18:06:18,0.0
dev100267,cust100267,Android,4.5.10,False,,
dev100268,cust100268,Tablet,1.4.8,False,,
dev100269,cust100269,Feature_Phone,3.6.4,False,,
dev100270,cust100270,Ios,4.6.11,True,,
dev100271,cust100271,Android,1.4.14,False,2025-11-04 20:59:36,0.0
dev100272,cust100272,Android,1.3.7,False,,
dev100273,cust100273,Ios,4.0.6,False,2025-11-04 21:38:24,0.0
dev100274,cust100274,Ios,3.2.17,False,,
dev100275,cust100275,Android,2.1.10,False,2025-11-04 20:29:18,0.0
dev100276,cust100276,Android,1.5.6,False,2025-11-04 22:02:18,0.0
dev100277,cust100277,Tablet,4.8.6,False,,
dev100278,cust100278,Tablet,2.5.1,False,2025-11-04 11:40:48,0.0
dev100279,cust100279,Feature_Phone,1.8.13,False,2025-11-04 11:33:00,0.0
dev100280,cust100280,Ios,2.4.5,False,2025-11-04 16:02:36,0.0
dev100281,cust100281,Ios,2.3.11,False,,
dev100282,cust100282,Feature_Phone,3.3.1,False,,
dev100283,cust100283,Android,1.2.11,False,2025-11-04 08:27:42,0.0
dev100284,cust100284,Ios,4.4.19,False,2025-11-04 14:20:12,0.0
dev100285,cust100285,Tablet,3.8.1,True,2025-11-04 20:58:24,0.0
dev100286,cust100286,Tablet,4.0.13,True,,
dev100287,cust100287,Feature_Phone,3.0.5,False,2025-11-04 03:55:06,0.0
dev100288,cust100288,Tablet,1.1.2,False,,
dev100289,cust100289,Ios,3.2.9,False,,
dev100290,cust100290,Tablet,3.4.14,False,,
dev100291,cust100291,Android,2.6.6,False,,
dev100292,cust100292,Feature_Phone,4.4.19,False,2025-11-04 14:22:54,0.0
dev100293,cust100293,Ios,1.5.17,False,2025-11-04 20:23:24,0.0
dev100294,cust100294,Feature_Phone,1.2.9,False,2025-11-04 04:00:00,0.0
dev100295,cust100295,Android,3.0.16,False,,
dev100296,cust100296,Android,2.5.5,False,2025-11-04 02:56:18,0.0
dev100297,cust100297,Ios,1.8.11,False,,
dev100298,cust100298,Feature_Phone,2.0.12,False,2025-11-04 07:50:54,0.0
dev100299,cust100299,Android,4.0.20,False,,
dev100300,cust100300,Android,4.7.20,False,,
dev100301,cust100301,Tablet,3.1.15,False,,
dev100302,cust100302,Ios,3.6.3,False,2025-11-04 21:22:18,0.0
dev100303,cust100303,Tablet,4.8.8,False,,
dev100304,cust100304,Ios,3.7.3,False,,
dev100305,cust100305,Tablet,2.7.5,False,,
dev100306,cust100306,Tablet,1.9.6,False,2025-11-04 09:02:42,0.0
dev100307,cust100307,Ios,1.9.17,False,2025-11-04 03:02:36,0.0
dev100308,cust100308,Android,2.8.19,False,2025-11-04 18:46:54,0.0
dev100309,cust100309,Android,2.1.17,False,2025-11-04 15:11:18,0.0
dev100310,cust100310,Feature_Phone,1.7.10,False,,
dev100311,cust100311,Android,3.0.19,False,2025-11-04 20:02:48,0.0
dev100312,cust100312,Ios,1.8.0,False,,
dev100313,cust100313,Tablet,3.8.5,False,2025-11-04 08:09:18,0.0
dev100314,cust100314,Tablet,1.8.3,False,2025-11-04 09:08:42,0.0
dev100315,cust100315,Android,1.0.19,False,2025-11-04 11:20:00,0.0
dev100316,cust100316,Ios,2.0.19,False,2025-11-04 20:25:06,0.0
dev100317,cust100317,Feature_Phone,4.2.17,False,2025-11-04 10:17:36,0.0
dev100318,cust100318,Tablet,3.6.16,False,2025-11-04 20:00:06,0.0
dev100319,cust100319,Android,4.1.12,False,2025-11-04 05:22:42,0.0
dev100320,cust100320,Feature_Phone,3.6.2,False,2025-11-04 14:29:30,0.0
dev100321,cust100321,Feature_Phone,3.2.1,False,2025-11-04 04:55:42,0.0
dev100322,cust100322,Feature_Phone,3.5.1,True,2025-11-04 17:58:48,0.0
dev100323,cust100323,Feature_Phone,3.0.12,False,2025-11-04 17:56:06,0.0
dev100324,cust100324,Ios,2.3.6,False,,
dev100325,cust100325,Feature_Phone,3.0.8,False,,
dev100326,cust100326,Android,4.8.6,False,,
dev100327,cust100327,Feature_Phone,1.3.4,False,,
dev100328,cust100328,Ios,3.4.0,False,,
dev100329,cust100329,Ios,4.9.7,False,,
dev100330,cust100330,Tablet,4.2.17,False,,
dev100331,cust100331,Ios,2.2.1,False,2025-11-04 09:26:24,0.0
dev100332,cust100332,Feature_Phone,1.2.2,False,,
dev100333,cust100333,Tablet,3.8.5,False,2025-11-04 21:32:48,0.0
dev100334,cust100334,Android,1.8.20,False,2025-11-04 03:48:06,0.0
dev100335,cust100335,Tablet,4.0.20,False,2025-11-04 05:46:12,0.0
dev100336,cust100336,Ios,4.9.19,False,2025-11-04 17:48:54,0.0
dev100337,cust100337,Android,2.3.8,False,2025-11-04 20:33:36,0.0
dev100338,cust100338,Feature_Phone,3.6.3,False,,
dev100339,cust100339,Ios,3.3.11,False,,
dev100340,cust100340,Android,1.2.12,False,,
dev100341,cust100341,Feature_Phone,4.3.12,False,,
dev100342,cust100342,Ios,3.9.16,False,,
dev100343,cust100343,Android,1.1.1,False,2025-11-04 22:50:54,0.0
dev100344,cust100344,Android,1.3.20,False,,
dev100345,cust100345,Tablet,4.8.19,False,,
dev100346,cust100346,Tablet,3.4.17,False,2025-11-04 10:42:48,0.0
dev100347,cust100347,Feature_Phone,1.2.19,False,2025-11-04 12:46:36,0.0
dev100348,cust100348,Android,4.4.9,False,2025-11-04 06:11:36,0.0
dev100349,cust100349,Ios,4.2.11,False,2025-11-04 06:56:42,0.0
dev100350,cust100350,Android,2.4.4,False,,
dev100351,cust100351,Ios,2.9.14,False,2025-11-04 23:46:54,0.0
dev100352,cust100352,Tablet,1.6.10,False,,
dev100353,cust100353,Ios,1.5.8,False,,
dev100354,cust100354,Ios,2.0.11,False,,
dev100355,cust100355,Ios,2.6.18,False,,
dev100356,cust100356,Feature_Phone,2.4.11,False,,
dev100357,cust100357,Ios,4.4.4,False,,
dev100358,cust100358,Ios,3.0.15,False,2025-11-04 20:56:48,0.0
dev100359,cust100359,Android,1.4.3,False,2025-11-04 12:41:48,0.0
dev100360,cust100360,Ios,2.3.0,False,2025-11-04 14:21:42,0.0
dev100361,cust100361,Tablet,2.6.5,False,2025-11-04 05:13:54,0.0
dev100362,cust100362,Android,1.3.7,False,2025-11-04 09:28:42,0.0
dev100363,cust100363,Ios,1.7.10,False,,
dev100364,cust100364,Tablet,1.0.17,False,2025-11-04 03:50:54,0.0
dev100365,cust100365,Feature_Phone,3.9.14,False,,
dev100366,cust100366,Ios,3.8.6,False,,
dev100367,cust100367,Tablet,3.2.8,False,,
dev100368,cust100368,Feature_Phone,4.8.3,False,,
dev100369,cust100369,Tablet,4.9.0,False,,
dev100370,cust100370,Feature_Phone,4.8.19,False,2025-11-04 21:53:48,0.0
dev100371,cust100371,Android,1.2.0,False,2025-11-04 16:45:54,0.0
dev100372,cust100372,Android,3.4.17,False,,
dev100373,cust100373,Android,1.3.13,False,,
dev100374,cust100374,Ios,1.4.10,False,,
dev100375,cust100375,Feature_Phone,1.4.11,False,,
dev100376,cust100376,Ios,4.3.2,False,,
dev100377,cust100377,Ios,1.8.2,False,2025-11-04 01:24:12,0.0
dev100378,cust100378,Android,2.0.15,False,2025-11-04 15:20:54,0.0
dev100379,cust100379,Feature_Phone,4.8.14,False,,
dev100380,cust100380,Tablet,1.3.13,False,2025-11-04 18:07:54,0.0
dev100381,cust100381,Feature_Phone,1.4.9,False,,
dev100382,cust100382,Ios,4.4.13,False,2025-11-04 03:05:00,0.0
dev100383,cust100383,Ios,4.8.6,False,2025-11-04 14:49:12,0.0
dev100384,cust100384,Tablet,4.5.7,False,,
dev100385,cust100385,Android,4.8.17,False,,
dev100386,cust100386,Android,1.8.2,False,,
dev100387,cust100387,Ios,4.7.14,False,2025-11-04 16:53:18,0.0
dev100388,cust100388,Feature_Phone,1.7.13,False,,
dev100389,cust100389,Ios,1.1.8,False,,
dev100390,cust100390,Ios,4.4.14,False,2025-11-04 02:46:36,0.0
dev100391,cust100391,Ios,4.0.2,False,2025-11-04 13:23:06,0.0
dev100392,cust100392,Android,4.0.13,False,,
dev100393,cust100393,Tablet,1.6.9,False,,
dev100394,cust100394,Android,2.5.4,False,,
dev100395,cust100395,Feature_Phone,1.4.9,False,,
dev100396,cust100396,Ios,2.5.19,False,2025-11-04 04:29:54,0.0
dev100397,cust100397,Android,3.5.4,False,,
dev100398,cust100398,Tablet,4.0.10,False,,
dev100399,cust100399,Feature_Phone,2.9.6,False,,
dev100400,cust100400,Ios,2.8.19,False,,
dev100401,cust100401,Tablet,4.5.14,False,,
dev100402,cust100402,Feature_Phone,1.2.18,False,2025-11-04 03:33:48,0.0
dev100403,cust100403,Feature_Phone,4.5.7,False,2025-11-04 20:41:18,0.0
dev100404,cust100404,Android,2.7.3,False,,
dev100405,cust100405,Tablet,3.1.17,False,,
dev100406,cust100406,Android,4.5.5,False,2025-11-04 19:40:36,0.0
dev100407,cust100407,Tablet,2.3.3,False,2025-11-04 17:33:42,0.0
dev100408,cust100408,Android,1.9.4,False,2025-11-04 07:14:54,0.0
dev100409,cust100409,Android,4.6.15,False,2025-11-04 17:46:18,0.0
dev100410,cust100410,Tablet,1.7.12,False,,
dev100411,cust100411,Feature_Phone,2.7.15,False,2025-11-04 07:19:48,0.0
dev100412,cust100412,Android,2.7.3,False,2025-11-04 12:41:24,0.0
dev100413,cust100413,Android,4.2.19,False,2025-11-04 01:35:36,0.0
dev100414,cust100414,Android,3.1.14,False,,
dev100415,cust100415,Ios,4.9.12,False,2025-11-04 21:09:18,0.0
dev100416,cust100416,Ios,3.9.4,False,,
dev100417,cust100417,Tablet,4.5.7,False,,
dev100418,cust100418,Ios,3.8.3,False,,
dev100419,cust100419,Android,3.7.20,False,,
dev100420,cust100420,Feature_Phone,2.5.1,False,,
dev100421,cust100421,Feature_Phone,2.2.1,False,2025-11-04 17:11:48,0.0
dev100422,cust100422,Android,3.0.14,False,2025-11-04 06:45:12,0.0
dev100423,cust100423,Feature_Phone,1.8.14,False,2025-11-04 07:49:18,0.0
dev100424,cust100424,Ios,2.6.12,False,,
dev100425,cust100425,Ios,4.3.15,False,2025-11-04 03:15:30,0.0
dev100426,cust100426,Tablet,2.6.14,False,,
dev100427,cust100427,Feature_Phone,2.2.19,False,,
dev100428,cust100428,Tablet,4.0.20,False,,
dev100429,cust100429,Android,2.5.1,False,2025-11-04 07:36:36,0.0
dev100430,cust100430,Tablet,3.0.3,False,,
dev100431,cust100431,Feature_Phone,1.7.11,False,,
dev100432,cust100432,Android,3.5.15,False,2025-11-04 11:43:12,0.0
dev100433,cust100433,Android,2.0.11,False,,
dev100434,cust100434,Android,4.4.19,False,2025-11-04 10:39:06,0.0
dev100435,cust100435,Ios,1.2.5,False,,
dev100436,cust100436,Ios,3.1.2,False,2025-11-04 15:32:30,0.0
dev100437,cust100437,Android,4.3.20,False,2025-11-04 12:42:18,0.0
dev100438,cust100438,Tablet,1.2.13,False,,
dev100439,cust100439,Ios,1.3.4,False,,
dev100440,cust100440,Feature_Phone,1.7.17,False,,
dev100441,cust100441,Tablet,4.1.8,False,2025-11-04 02:58:42,0.0
dev100442,cust100442,Feature_Phone,1.6.10,False,,
dev100443,cust100443,Tablet,4.4.4,False,2025-11-04 01:27:42,0.0
